judge,candidate_chosen,candidate_not_chosen,time_taken
40,2,14,44.824
40,7,15,1.941
40,6,10,54.188
40,3,6,12.313
40,15,8,36.474
40,10,1,1.079
40,11,12,1.564
40,15,12,8.055
40,14,10,32.483
40,14,12,15.443
40,12,13,58.701
40,6,9,50.942
40,14,13,9.012
40,7,9,8.856
40,3,15,26.49
40,2,12,5.611
40,2,8,6.647
40,5,14,23.895
40,3,11,11.535
40,9,13,13.174
107,5,15,1.081
107,8,9,1.182
107,8,3,17.646
107,14,3,58.13
107,10,2,1.017
107,2,3,17.408
107,4,10,55.249
107,5,9,14.206
107,7,2,18.816
107,5,10,7.311
107,5,13,9.32
107,14,1,7.121
107,15,4,10.26
107,14,15,16.788
107,14,8,14.179
107,14,9,20.624
107,3,1,4.195
107,4,11,1.909
107,6,15,6.216
107,10,13,12.845
111,10,3,1.172
111,2,11,1.825
111,4,7,2.981
142,13,3,31.581
142,13,2,7.422
142,4,12,41.558
142,14,6,17.743
142,9,2,21.707
142,10,8,12.547
142,1,7,14.314
142,1,11,9.76
142,6,13,14.264
142,9,3,4.935
142,15,13,0.025
142,4,14,6.831
142,4,8,9.944
142,1,12,8.201
142,1,6,14.337
142,15,9,13.206
142,4,1,7.119
142,8,13,9.896
142,13,11,7.81
142,10,12,6.985
159,10,15,1.983
161,6,4,1.368
159,8,1,2.328
161,6,7,50.447
161,7,10,22.713
161,7,11,34.51
159,5,1,1.427
161,8,12,17.643
159,15,1,3.534
159,2,5,12.865
159,3,5,9.553
161,5,2,39.68
159,14,7,15.118
159,5,12,25.337
159,4,2,7.512
159,7,3,5.351
161,6,8,57.161
159,10,9,22.71
159,1,13,16.594
159,7,6,44.897
159,1,9,8.306
159,3,12,3.617
161,5,1,1.483
161,8,1,8.117
159,8,7,32.465
159,5,11,9.89
159,2,15,3.435
161,2,15,48.042
161,5,11,12.072
161,5,3,10.849
161,7,8,6.243
161,7,3,11.615
161,9,11,14.509
161,7,12,5.65
161,6,11,6.62
161,5,6,4.58
161,4,3,13.189
161,5,8,3.34
159,8,5,2.3
159,10,11,5.953
171,4,9,1.098
171,9,12,1.027
171,8,11,38.45
171,5,7,18.458
171,4,13,9.021
171,6,12,9.173
171,14,11,26.375
171,2,6,16.106
171,5,4,13.841
171,2,1,5.978
171,7,13,7.668
171,15,11,14.516
171,10,5,10.717
171,3,6,18.548
171,15,13,6.107
171,10,2,6.003
171,9,3,19.089
171,5,13,8.046
171,15,4,8.255
171,8,6,13.431
177,10,7,23.683
