judge,candidate_chosen,candidate_not_chosen,time_taken
4,9,3,1.444
4,9,12,1.016
4,9,7,47.521
4,7,15,28.418
4,6,15,1.064
4,2,12,29.509
4,12,3,44.824
4,15,1,24.208
4,4,11,3.413
4,2,10,19.52
4,12,7,20.983
4,5,13,27.335
4,3,14,29.129
4,8,3,22.26
4,5,3,9.032
4,6,12,18.359
4,6,11,9.96
4,8,7,6.904
4,2,6,8.62
4,6,4,6.573
12,3,1,2.04
12,14,13,1.191
12,10,11,2.104
12,7,13,1.135
12,2,3,16.782
12,4,15,31.059
12,6,8,31.811
12,11,12,1.076
12,15,3,9.148
12,4,8,15.393
12,5,15,15.392
12,10,1,9.318
12,14,12,24.919
12,5,7,3.268
12,6,3,10.484
12,2,14,12.552
12,4,9,21.317
12,5,2,7.008
12,6,13,10.542
12,10,15,7.946
53,1,9,58.459
53,1,2,17.494
53,14,11,31.64
53,9,14,9.006
53,4,1,26.18
53,4,3,4.7
53,14,15,7.629
53,10,13,23.852
53,8,2,9.218
53,10,6,24.565
53,9,15,5.153
53,7,6,26.9
53,2,15,2.656
53,8,15,3.391
53,2,4,56.9
53,3,11,25.449
53,5,6,6.507
53,5,10,15.69
53,10,12,7.746
53,1,12,4.757
53,1,11,25.194
92,7,2,12.167
92,5,1,6.613
92,6,1,6.677
92,14,4,18.348
92,15,13,15.066
92,5,4,21.88
92,9,11,8.352
92,4,13,6.604
92,10,3,2.724
92,5,11,2.587
92,8,9,2.928
92,8,12,1.163
92,13,11,4.924
92,10,4,4.239
92,11,2,4.4
92,10,14,5.626
92,8,13,2.544
92,6,9,3.319
92,8,14,4.001
92,13,12,3.038
99,3,7,1.167
99,7,1,10.952
139,7,14,1.399
139,2,13,1.335
139,4,12,2.556
139,9,13,1.084
139,5,8,1.353
139,2,9,11.663
139,9,10,23.14
139,13,1,41.639
139,7,10,10.81
139,8,11,1.137
139,5,12,6.135
139,8,10,20.066
139,14,6,55.822
139,7,4,34.783
139,5,9,11.992
139,15,11,1.032
139,5,14,9.302
139,7,11,5.054
139,3,13,2.503
139,14,1,5.895
145,8,1,2.011
145,15,12,2.21
145,3,1,1.69
145,15,8,31.645
145,10,7,1.098
145,5,13,25.995
145,2,3,22.163
145,5,4,33.784
145,14,8,11.264
145,5,6,9.251
145,15,7,3.7
145,9,12,19.056
145,3,7,27.371
145,3,10,23.275
145,14,4,12.74
145,11,1,8.658
145,13,12,12.824
145,7,4,7.825
145,2,14,4.987
145,2,11,7.774
154,4,1,3.937
154,14,12,1.327
154,9,13,1.211
154,15,6,1.974
154,2,5,1.316
154,4,13,24.215
154,6,8,1.26
154,10,13,56.85
154,3,13,10.021
154,4,6,6.568
154,5,15,56.547
162,7,6,1.569
162,12,1,35.584
162,10,6,0.736
154,12,1,38.254
162,7,12,0.542
154,15,13,3.297
162,5,1,6.381
162,5,8,1.756
162,5,11,5.776
162,3,8,0.669
154,5,7,12.631
162,7,9,4.294
154,3,6,6.1
162,7,1,3.227
162,4,11,6.937
154,2,15,14.46
162,7,5,9.437
162,10,1,9.961
162,14,6,0.5
162,10,5,0.491
162,12,3,0.52
162,14,11,0.912
162,5,9,0.492
162,2,13,0.452
162,4,15,0.019
154,4,8,49.848
154,2,7,3.884
154,6,11,14.444
154,10,14,1.751
165,14,13,1.552
165,1,13,1.421
165,4,2,29.579
165,15,9,1.047
165,10,4,30.593
165,5,12,33.828
165,7,13,1.159
165,6,12,1.085
165,6,2,7.264
165,9,1,35.608
165,15,12,32.657
165,6,1,3.464
165,10,15,4.906
165,11,15,46.319
165,6,13,4.487
165,6,9,5.385
165,9,3,4.06
165,1,15,6.68
165,14,7,12.563
165,11,7,6.509
222,2,12,6.773
222,2,1,1.404
222,9,10,5.106
222,8,1,1.049
222,8,11,2.118
222,14,15,4.607
222,4,12,3.029
222,9,14,4.49
222,9,2,56.739
222,8,10,15.097
222,8,12,8.133
222,15,3,19.789
