judge,candidate_chosen,candidate_not_chosen,time_taken
390,9,13,5.083
390,9,8,14.249
390,2,8,1.736
390,3,10,3.743
390,15,4,3.449
390,10,5,13.971
390,13,11,15.719
390,13,7,12.293
390,15,1,2.756
390,13,12,18.743
390,6,12,5.109
392,2,3,1.323
392,2,1,13.247
392,6,1,44.35
392,4,9,12.627
392,14,15,3.99
392,7,3,13.697
392,8,13,9.976
392,8,11,17.785
392,4,7,11.307
392,14,2,6.982
392,4,13,5.117
392,6,13,4.862
392,7,9,5.965
392,9,2,0.225
392,14,10,9.082
392,5,11,3.401
392,8,12,8.182
392,14,13,7.839
392,3,13,27.302
392,2,11,3.437
392,8,14,48.46
392,6,9,3.788
392,14,3,9.482
394,14,5,1.447
394,10,15,1.939
394,6,15,1.159
394,10,4,40.939
394,6,11,15.62
394,12,11,48.545
394,6,2,2.259
394,9,3,32.774
394,10,7,27.708
394,9,5,12.232
394,7,11,3.505
394,6,3,15.215
394,4,11,25.041
394,10,13,22.192
394,14,1,8.605
394,8,7,8.265
394,8,1,3.243
394,12,2,6.044
394,15,13,1.186
394,7,1,4.588
396,11,1,2.467
396,14,7,1.531
396,5,7,29.035
396,5,12,53.346
396,10,11,20.871
396,7,12,1.213
396,5,15,30.938
396,2,3,24.61
396,5,4,11.594
396,9,11,58.568
396,5,6,27.283
396,8,11,17.277
396,9,15,28.113
396,3,7,6.058
396,10,3,4.2
396,14,4,11.231
396,10,1,4.758
396,14,13,19.031
396,7,4,8.453
396,2,14,19.273
457,8,1,1.548
457,14,7,1.656
457,3,1,20.562
457,11,13,4.153
457,14,8,32.9
457,6,13,53.591
457,4,2,30.999
457,4,11,4.521
457,11,12,1.279
457,5,14,11.836
457,14,9,49.824
457,3,11,7.478
457,3,14,6.79
457,5,12,6.69
457,11,1,15.209
457,14,11,13.142
457,4,13,7.831
457,3,4,39.591
457,2,12,5.731
457,15,3,21.596
461,12,1,4.271
461,15,11,1.787
461,4,1,55.64
461,10,9,1.495
461,2,8,56.32
461,6,8,40.335
461,8,13,35.093
461,5,13,21.306
461,2,13,13.857
461,15,8,9.267
461,7,13,54.891
461,2,6,4.437
461,3,8,3.487
461,4,12,3.257
461,5,8,4.98
461,15,13,2.817
461,10,7,23.402
461,14,1,11.309
461,12,13,1.746
461,6,10,10.637
462,15,1,22.863
462,2,1,7.302
462,5,1,14.486
462,6,4,33.955
462,15,14,11.677
462,5,3,12.543
462,8,10,30.895
462,15,7,8.466
462,3,13,18.639
462,2,11,23.698
462,4,10,17.891
462,6,11,21.359
462,15,6,41.365
462,2,7,2.363
462,10,13,15.741
462,5,9,18.856
462,8,12,51.744
462,3,9,7.407
462,2,9,7.788
462,6,3,10.168
464,2,15,23.013
464,6,1,41.351
464,10,15,18.781
464,9,8,56.143
464,7,1,35.964
464,7,8,11.673
464,15,12,21.31
464,5,11,32.752
464,9,13,37.034
464,5,2,16.604
464,6,14,9.769
464,7,9,9.52
464,7,5,7.078
464,14,12,16.771
464,10,14,8.088
464,4,8,18.859
464,9,12,2.78
464,6,7,8.526
464,5,10,6.379
464,2,10,3.594
466,6,12,1.576
466,9,1,5.133
467,10,11,11.94
467,13,1,1.461
467,4,15,1.015
467,12,3,1.081
467,4,9,12.338
467,7,11,39.293
467,10,12,7.965
467,6,9,5.06
467,4,6,15.441
467,9,13,9.174
467,5,9,27.361
467,8,13,9.087
467,10,14,26.52
467,3,7,7.121
467,10,3,4.725
467,5,7,3.928
467,10,1,3.137
467,2,3,4.702
467,4,8,6.547
467,2,14,3.467
468,8,1,57.317
468,12,7,32.73
468,1,3,20.238
468,15,10,38.477
468,8,11,18.701
468,12,6,1.041
468,2,4,21.838
468,11,4,21.908
468,10,13,12.609
468,5,14,11.626
468,9,11,10.187
468,11,3,10.492
468,14,3,7.64
468,5,12,1.069
468,1,11,11.096
468,15,11,24.853
468,13,4,18.278
468,4,3,4.487
468,2,12,4.635
468,15,3,4.707
468,15,6,16.042
472,12,1,5.609
472,11,13,58.292
472,4,1,12.731
472,8,15,34.463
472,8,2,8.546
472,6,7,26.187
472,7,13,29.676
472,4,12,10.119
472,12,15,3.244
472,6,5,29.938
472,13,12,3.676
472,10,7,16.323
472,14,1,3.429
472,14,12,6.944
472,6,9,34.358
472,13,3,3.591
472,8,3,6.498
472,8,5,8.456
472,10,2,2.607
472,10,6,14.134
473,2,1,1.576
473,5,1,21.131
473,4,5,15.197
473,15,1,9.114
473,15,2,4.026
473,10,8,8.309
473,15,7,12.817
473,12,3,8.579
473,11,2,51.487
473,10,4,7.045
473,6,11,9.884
473,7,8,10.191
473,10,12,5.088
473,6,2,4.867
473,12,11,11.059
473,10,5,3.398
473,9,12,3.734
473,9,7,7.333
473,3,6,8.013
473,3,5,2.379
473,15,5,10.727
475,9,2,33.205
475,6,1,1.336
475,14,11,29.884
475,8,12,22.904
475,7,1,34.368
475,7,11,2.019
475,14,15,14.25
475,5,11,6.401
475,14,9,11.931
475,5,2,2.637
475,6,14,9.769
475,8,9,7.359
475,4,14,10.067
475,15,13,5.635
475,14,8,4.096
475,6,8,5.436
475,9,3,3.99
475,10,9,4.749
475,5,13,4.779
475,4,15,5.241
475,6,13,9.24
475,13,1,3.307
475,14,13,3.61
475,14,7,4.736
475,13,2,3.146
475,9,1,3.73
475,4,7,2.93
475,9,15,2.741
475,4,9,7.842
475,7,2,3.967
475,10,11,11.907
477,8,1,49.586
477,6,11,1.205
477,3,1,1.007
477,14,8,46.547
477,7,9,59.506
477,5,12,47.847
477,15,1,10.862
477,15,3,25.158
477,8,13,12.959
477,4,15,11.576
477,7,14,11.287
477,9,11,9.534
477,6,3,12.419
477,9,3,28.821
477,4,13,7.292
477,10,1,14.909
477,15,11,5.123
477,4,6,10.477
477,2,13,17.386
477,10,2,37.214
574,11,1,1.608
574,8,12,35.944
574,4,1,1.075
574,15,9,40.089
574,10,7,44.682
574,2,6,1.201
574,5,6,25.226
574,6,9,7.985
574,10,15,8.83
574,3,14,15.995
574,4,8,20.587
574,6,7,8.784
574,13,1,1.076
574,12,13,43.728
574,5,8,7.078
574,8,3,13.062
574,4,3,4.423
574,9,4,14.371
574,2,8,4.468
574,6,13,12.627
574,2,14,15.171
574,8,11,7.003
574,9,1,22.775
574,2,3,20.521
574,6,15,8.955
574,14,11,6.359
